name,prediction,confidence,critic_score,critic_grade,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,key_concern,would_rerun_help
geoffrey gordon,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"Minor documentation gaps: search phases not explicitly described, and full name verification at Tenafly could be more explicit. However, these are procedural documentation issues rather than evidentiary flaws.",False
george griffith,same,high,15,PLAUSIBLE,pass,pass,pass,weak,weak,fail,pass,pass,weak,pass,"The primary concern is that the 'same' prediction relies heavily on US Search database (a Tier 3 source) to establish the career progression linkage between districts, while full name verification at Arapahoe Public Schools is incomplete (NE Dept of Ed directory only shows 'Griffith, George Supt' without confirming first name).",True
george steffen,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,weak,pass,"Minor timeline discrepancy: Position 2 states 2008-2014, but sources (particularly Kenosha News article) suggest tenure extended into 2015. The WASB profile indicates 2006-2014/2015 at Trevor-Wilmot. This doesn't invalidate the 'same' prediction but represents a small inconsistency in the evidence.",False
george zimmer,same,high,11,QUESTIONABLE,pass,pass,weak,fail,pass,pass,pass,fail,fail,fail,"The primary evidence (WordPress bio) actually refers to Richmond School District in Richmond, ILLINOIS, not Richmond, WISCONSIN. The reasoning incorrectly cites this as proof of the Wisconsin connection. Only the book foreword clearly mentions the Wisconsin position, creating a single-source situation that doesn't support 'high confidence.'",True
gerald hill,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with multiple independent Tier 1 sources explicitly connecting the positions.,False
gerald stegall,same,high,12,QUESTIONABLE,pass,pass,pass,pass,weak,fail,pass,weak,fail,fail,"The first name ""Gerald"" was never verified at Simms ISD. The alumni PDF only lists last names, so this could be any Stegall. High confidence ""same"" prediction without first name verification at the first position is a major flaw.",True
greg rasmussen,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,weak,pass,"Minor name variation between sources (Greg K. Rasmussen vs. Rasmussen, Greg) suggests confidence should be Medium rather than High, though the evidence strongly supports the same-person conclusion.",False
gregory little,same,high,10,QUESTIONABLE,pass,weak,pass,weak,weak,fail,pass,weak,fail,fail,"The critical flaw is the missing link between the two positions. The evidence establishes Gregory Little was superintendent in Windsor Locks (retired 2009) and Greg Little was superintendent in Mount Airy (hired 2011), but there is NO evidence these are the same person. The reasoning assumes identity based on name similarity and timeline plausibility alone, which is insufficient for a moderately common name. Additionally, the reasoning incorrectly asserts \""Gregory W. Little\"" when only \""Gregory Little\"" and \""Greg Little\"" are verified. The 2-year gap (retirement in CT, new position in NC) is not explained and could indicate different people.",True
gregory thornton,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"No significant concerns. This is a well-documented case with multiple Tier 1 sources consistently confirming the same career progression. The only minor gap is lack of explicit search phase documentation, but the evidence quality is excellent.",False
gregory wright,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,weak,pass,"Search strategy appears incomplete - reasoning relies entirely on news articles without evidence of attempting district domain verification, LinkedIn career history checks, or archive deep-dive. While the news sources are strong, high confidence would be better supported with at least one official district source (hiring announcement, staff page, board minutes) or professional profile confirmation.",True
grenita lathan,same,high,18,CONFIRMED,pass,pass,pass,weak,pass,pass,pass,pass,weak,pass,"Evidence tiering misclassification - Springfield district website and Wikipedia incorrectly elevated to Tier 1, when they should be Tier 2-3. This leads to overconfident 'high' designation when 'medium' better matches the actual evidence strength (1 strong news source + current district bio).",False
grenita lathan,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"Minor timeline discrepancy: The prediction states 2009-2013 for Peoria, but sources indicate she served from 2010-2015. This suggests the district record is incomplete or inaccurate, not that the identification is wrong. The reasoning correctly notes the timeline alignment with the 2018-2020 Houston period, but doesn't explicitly flag the Peoria date mismatch. However, this doesn't affect the core identity determination.",False
grenita lathan,same,high,19,CONFIRMED,pass,pass,pass,weak,pass,pass,pass,pass,pass,pass,"Minor concern: The reasoning incorrectly classifies district websites as Tier 1 sources when they are Tier 3 (current bios only). However, this is a classification error rather than an evidence quality issue, since actual Tier 1 sources (ABC13 transition news, News-Leader hiring announcement) are present and provide the needed corroboration.",False
harry griffith,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern: The reasoning doesn't explicitly document the systematic search phases, though the quality of evidence found suggests thorough searching was performed.",False
harry griffith,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this is an exemplary disambiguation with strong, multiple independent sources clearly documenting the career progression.",False
heath morrison,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,weak,pass,pass,pass,pass,"Minor concern about explicit full name verification at both districts, but overall evidence is very strong.",False
henry eggert,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern: Search strategy phases not explicitly documented, though evidence coverage is comprehensive.",False
henry eggert,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,weak,pass,"The evidence confirms Henry Eggert held both positions independently, but doesn't explicitly show it's the same person moving between districts. The 2-year gap (2004-2006) lacks documentation.",False
ian roberts,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None major - the case is well-supported with multiple independent, high-quality sources directly confirming the career move.",False
ibrahim sel,same,high,9,SUSPECT,pass,pass,fail,weak,fail,weak,pass,weak,fail,fail,"The high confidence 'same' prediction relies on a single document connecting both districts across a 17-year span, with insufficient individual verification of the person's actual role at Harmony Science Academy in 2002-2005.",True
ibrahim sel,same,high,5,SUSPECT,pass,weak,fail,fail,fail,fail,weak,weak,fail,fail,"The high confidence 'same' prediction rests on a single questionable database source that doesn't explicitly verify Ibrahim Sel's role at Harmony Science Academy. The reasoning incorrectly assumes network affiliation equals identity, and fails to provide Tier 1 evidence or proper corroboration.",True
jake long,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Timeline discrepancy: Position 1 listed as 2016-2021, but evidence shows Long was still at Mountain Home through June 2023. This suggests incomplete position data but doesn't invalidate the core conclusion.",False
james boyle,same,high,9,SUSPECT,pass,weak,fail,weak,fail,pass,pass,weak,fail,fail,The reasoning constructs a plausible career narrative but lacks any direct evidence connecting the Illinois superintendent to the Texas interim superintendent. High confidence is unjustified given only circumstantial evidence.,True
james crisfield,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence and proper methodology,False
james feil,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,No significant concerns - this is a well-documented case with definitive evidence.,False
james feil,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this is a well-supported disambiguation with strong evidence.,False
james lombardo,same,high,16,PLAUSIBLE,pass,pass,fail,weak,pass,pass,pass,pass,weak,pass,"Overconfidence in conclusion based primarily on one definitive source (NBC News) despite having multiple supporting documents. The search methodology isn't documented, making it hard to verify completeness.",False
james merrill,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the search strategy phases, but this is a minor issue given the strength of evidence found.",False
james merrill,same,high,17,PLAUSIBLE,pass,weak,fail,pass,pass,pass,pass,pass,pass,pass,"The main weakness is the failure to document the systematic search approach through all phases. While the evidence found is strong, the reasoning doesn't show the methodical process that would demonstrate thoroughness.",False
james merrill,same,high,19,CONFIRMED,pass,weak,pass,pass,pass,pass,pass,pass,pass,pass,Minor weakness in name commonality calibration - doesn't explicitly justify why standard verification was sufficient for this moderately common name.,False
james opiekun,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this is a well-documented case with strong corroborating evidence.,False
james palmer,same,high,9,SUSPECT,pass,pass,weak,fail,fail,pass,pass,fail,fail,fail,"The obituary evidence actually describes a DIFFERENT James Palmer who worked in Oklahoma schools, not the Burton ISD superintendent. This creates a fundamental contradiction - the reasoning treats evidence of different people as proof they're the same person.",True
james parla,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this is a well-documented case with multiple Tier 1 sources explicitly confirming the same person moved between districts.,False
james sharpe,same,high,7,SUSPECT,pass,fail,weak,fail,fail,weak,pass,weak,fail,fail,"The prediction 'same' with high confidence is dangerously unsupported. James Sharpe is a moderately common name, yet the reasoning relies entirely on Tier 3-4 circumstantial evidence (timeline, geography) without any Tier 1-2 sources that would directly link the two positions to the same individual.",True
james stroder,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning appears solid overall, with strong Tier 1 evidence from multiple independent sources. The only minor weakness is lack of explicit documentation of the 4-phase search process, though the evidence suggests thorough searching was conducted.",False
james tracy,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern that search strategy wasn't fully documented (phases 3-4 not mentioned), but the evidence found is strong enough to support high confidence.",False
janet neufeld,same,high,5,SUSPECT,pass,pass,fail,fail,fail,fail,weak,fail,fail,fail,"The reasoning overstates the evidence strength. The Pawhuska article mentioning '30 years in Kansas' doesn't explicitly confirm Twin Valley tenure, and the Kansas budget articles don't mention Janet Neufeld by name in available snippets. No district domain verification was performed.",True
janet stutz,same,high,14,PLAUSIBLE,pass,pass,weak,pass,pass,fail,fail,pass,weak,pass,Missing full name verification at Grinnell-Newburg district and inadequate URL evidence to support the strong claims made.,True
jason cline,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is very strong but doesn't explicitly document the search phases. However, the evidence found is comprehensive and definitive.",False
jay smith,same,high,14,PLAUSIBLE,pass,weak,fail,pass,pass,weak,pass,pass,weak,weak,"The main concern is the lack of systematic search methodology documentation and insufficient explicit verification of full names at both districts. While the evidence quality is good, the reasoning doesn't demonstrate thorough search processes or show explicit full name matching in official district records.",True
jay smith,same,high,5,SUSPECT,pass,fail,weak,fail,fail,fail,pass,fail,fail,fail,No direct evidence connects the Texas 'Jay Smith' to the Illinois 'Jay P. Smith' - they could be different people. The reasoning makes unsupported assumptions about name progression and treats independent verification of two separate people as evidence they're the same person.,True
jean broadwater,same,high,16,PLAUSIBLE,pass,pass,fail,weak,pass,pass,pass,pass,weak,pass,Missing systematic search strategy documentation and potentially overconfident classification of some evidence as Tier 1.,False
jean claude brizard,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None - this is a well-documented case with overwhelming evidence from multiple independent sources.,False
jeff craig,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,weak,pass,pass,pass,"Minor concern about URL verification - while the URLs appear legitimate and relevant, the LinkedIn profile accessibility was not explicitly confirmed. However, this is a minor issue as the two news articles provide sufficient independent corroboration.",False
jeff perry,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,weak,pass,"The key concern is that the confidence level may be slightly overcalibrated as ""high"" given minor but non-trivial timeline discrepancies. The position dates (2010-2014 and 2017-2021) don't perfectly align with the source-reported dates (2008-2015 for Wise County and 2018-2022 for Hamblen County). While the overall career progression is well-documented and the name discrepancy is resolved, these date variations suggest ""medium"" confidence would be more appropriate than ""high.""",False
jeffrey alstadt,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"The Shaw Local article is dated 2025, which is unusual for a current investigation. This appears to be about a future superintendent appointment at Streator Elementary and mentions Alstadt's background. While this doesn't invalidate the core evidence, it warrants verification to ensure the source is legitimate and not a system error or placeholder content.",False
jeffrey cassell,same,high,7,SUSPECT,pass,weak,weak,weak,fail,fail,pass,fail,fail,fail,"The reasoning claims full name verification was achieved, but the middle initials are different (Jeffrey S. Cassell vs Dr. Jeffrey D. Cassell). This is a fundamental discrepancy that makes it highly likely these are two different people with similar names in the education field. The disambiguator dismissed this as ""common variation"" without providing evidence that the middle initial changed or that one source was incorrect.",True
jeffrey mccartney,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,Weak documentation of search strategy phases - unclear if comprehensive search was conducted or if strong Tier 1 evidence caused premature search termination.,False
jeffrey mccartney,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,pass,fail,pass,pass,pass,"The Flagler Live resume URL appears to be from Florida and may not be relevant to the Illinois/Wisconsin superintendent, raising questions about source verification.",False
jeffrey weaver,same,high,10,QUESTIONABLE,pass,weak,fail,pass,pass,fail,pass,weak,fail,fail,The critical flaw is assuming 'Jeffrey Weaver' and 'Jeffrey W. Weaver' are the same person without verifying the middle initial. This could be two different people with the same common name.,True
jeffrey weaver,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"The reasoning doesn't explicitly verify the full name (including middle initial) at both districts, though this is a minor concern given the strong career continuity evidence.",False
jere hochman,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None significant - this is a well-supported disambiguation with strong, direct evidence from an official NY State Education Department document explicitly connecting both superintendent positions.",False
jerry chambers,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this appears to be a well-documented case with strong explicit evidence from multiple independent sources.,False
jerry jennex,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None identified. This is a well-researched disambiguation with strong, multi-source evidence supporting the conclusion.",False
jerry parrett,same,high,11,QUESTIONABLE,pass,pass,weak,fail,pass,pass,fail,weak,weak,fail,"The Delaware Online URL appears to be about Delaware, not Arkansas, and may reference a different Jerry Parrett. This casts doubt on the entire evidence chain. Geographic proximity is also inappropriately used as evidence.",True
jerry schutz,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,weak,pass,pass,pass,"Minor concern about search completeness and irrelevant Wikipedia URL, but core evidence is strong and appropriate.",False
jerry schutz,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is quite strong overall. The only minor weakness is not explicitly documenting the 4-phase search strategy, but the evidence shows comprehensive searching was done.",False
jim tankersley,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,pass,weak,pass,pass,weak,"Evidence URL quality - one URL appears unrelated to superintendent verification (athletic facilities), and the Arkansas DOE link is a generic download index rather than specific content.",False
joann andrees,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in explicitly documenting the search strategy phases, though evidence suggests thorough searching was conducted.",False
joel applegate,same,high,12,QUESTIONABLE,pass,pass,weak,weak,pass,fail,pass,weak,weak,fail,"The reasoning fails to verify that the full name 'Joel Applegate' appears at Oberlin USD 294, only confirming 'Dr. Joel Applegate'. This is a critical gap - we need to ensure the first name 'Joel' is explicitly documented at Oberlin, not just assumed.",True
john allison,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None - this is a well-supported disambiguation with strong corroborating evidence from independent sources.,False
john allison,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern: The reasoning doesn't explicitly document the 4-phase search strategy, though the evidence quality suggests thorough searching was performed.",False
john barrett,same,high,19,CONFIRMED,pass,weak,pass,pass,pass,pass,pass,pass,pass,pass,The LinkedIn URL appears specific but we cannot verify it actually shows the career progression claimed. A rerun to confirm the LinkedIn profile content would strengthen confidence.,True
john bell,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern about search strategy documentation, but evidence quality is excellent.",False
john brazell,same,high,15,PLAUSIBLE,pass,pass,weak,pass,weak,pass,fail,pass,weak,pass,"The evidence URL provided is a generic AP News page, not the specific article about John Brazell. Without the actual article URL, we cannot verify the claims made about his career trajectory.",True
john deiter,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the search strategy phases, but this doesn't affect the conclusion",False
john eyerly,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,weak,pass,pass,pass,One evidence URL (Wisconsin DPI expulsion record) appears unrelated to John Eyerly's employment verification,False
john fitzsimons,same,high,18,CONFIRMED,pass,weak,weak,pass,pass,pass,pass,pass,pass,pass,"Minor gap: no explicit documentation of search phases or name frequency analysis, but this doesn't significantly weaken the strong evidence base.",False
john goetz,same,high,16,PLAUSIBLE,pass,pass,fail,pass,pass,weak,pass,pass,weak,pass,Incomplete search strategy - missing Phase 1 (district domain verification) and Phase 3 (full name verification at both districts). High confidence may be overstated for Tier 2-only evidence.,True
john hill,same,high,8,SUSPECT,pass,pass,fail,weak,weak,fail,fail,pass,fail,fail,"Critical evidence (Our Midland transition articles) is claimed but not provided via URLs, making the entire conclusion unverifiable. The provided URLs only show 2008 directory listings, not the career transition documentation.",True
john key,same,high,6,SUSPECT,pass,fail,pass,weak,fail,fail,weak,fail,fail,fail,No actual evidence connecting the two positions - just parallel verification that someone named John Key held each role separately. The reasoning assumes these must be the same person based on name similarity and timeline plausibility alone.,True
john marshall,same,high,7,SUSPECT,pass,fail,weak,pass,fail,fail,pass,fail,fail,fail,"The middle initials don't match (John W. vs John R.), which strongly suggests these are different people. The reasoning incorrectly dismisses this discrepancy without evidence, and the confidence is wildly overcalibrated for the weak evidence presented.",True
john marshall,same,high,8,SUSPECT,pass,fail,weak,fail,fail,pass,pass,weak,fail,fail,"For a very common name like John Marshall, high confidence 'same' based only on Tier 3 evidence (district documents) is insufficient. The system failed to find or attempt to find Tier 1 sources (LinkedIn, hiring announcements) that could definitively establish identity.",True
john marshall,same,high,7,SUSPECT,pass,fail,weak,weak,fail,weak,pass,fail,fail,fail,"The prediction relies on insufficient evidence for a very common name and ignores the significant implausibility of someone retiring at 59, then starting a new superintendent career at age 66 after 7 years out of the workforce.",True
john perdue,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence and proper reasoning.,False
john phillips,same,high,18,CONFIRMED,pass,pass,fail,pass,pass,pass,pass,pass,pass,pass,"The reasoning is sound and evidence is strong, but the search strategy appears incomplete. Only 2 sources were found without evidence of systematic searching across all 4 phases.",False
john ramos,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern: The reasoning doesn't explicitly document the 4-phase search strategy, though the evidence breadth suggests comprehensive searching was performed.",False
john sawyer,same,high,13,QUESTIONABLE,pass,weak,weak,pass,weak,fail,pass,pass,fail,pass,"The Chicago Tribune article mentions Texas background but doesn't specify it was La Porte ISD. Without full name verification at both districts, this could be two different John Sawyers who both happened to be superintendents in Texas and Illinois respectively.",True
john sawyer,same,high,5,SUSPECT,pass,weak,fail,fail,fail,fail,pass,fail,fail,fail,The reasoning fails to establish that 'John Sawyer' in Texas is the same individual as 'Dr John Sawyer III' in Illinois. The timeline overlap between Harris County (2003-2014) and Sandridge (2007-2012) creates an impossible situation that's dismissed as 'common' without evidence.,True
john stanford,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is a well-documented case with strong evidence.,False
john stover,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None identified - this appears to be a well-researched case with strong evidence.,False
john thompson,same,high,9,SUSPECT,pass,fail,weak,pass,fail,weak,pass,weak,fail,fail,"High confidence prediction for common name with insufficient cross-state verification - only one source (GovSalaries) attempts to link the Arkansas and Michigan positions, which is inadequate for a common name like John Thompson.",True
john walker,same,high,3,SUSPECT,pass,fail,fail,fail,fail,fail,weak,fail,fail,fail,"The reasoning makes a definitive connection between two John Walkers based on extremely weak evidence - one newspaper article and a Wikipedia entry. For such a common name, this is insufficient to establish identity, and the MHSAA PDF appears irrelevant to superintendent records.",True
john weaver,same,high,14,PLAUSIBLE,pass,weak,fail,pass,pass,fail,pass,pass,weak,pass,"The reasoning fails to demonstrate comprehensive search strategy completion and lacks explicit full name verification at both districts. While the evidence points in the right direction, the high confidence may be overstated given these methodological gaps.",True
john weidner,same,high,17,PLAUSIBLE,pass,pass,fail,pass,pass,weak,pass,pass,pass,pass,The search strategy documentation is missing - the reasoning presents evidence without explaining how it was systematically gathered through the required 4-phase approach.,False
john whetzal,same,high,13,QUESTIONABLE,pass,pass,weak,fail,fail,pass,pass,pass,fail,pass,Overconfidence in prediction based on insufficient evidence tier - treating Tier 2-3 sources as definitive for high confidence 'same' determination,True
johnny brown,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is strong overall, with multiple independent sources confirming the same person. The only minor weakness is not explicitly documenting the 4-phase search strategy, though the evidence suggests a thorough search was conducted.",False
johnny james,same,high,8,SUSPECT,pass,fail,fail,pass,fail,pass,pass,fail,fail,fail,"The reasoning commits the fundamental error of assuming identity from separate verification. It proves 'a Johnny James' existed at each district but never proves it's the SAME Johnny James. For a moderately common name, this is insufficient for high confidence.",True
jonathan raymond,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern: The search strategy documentation could be more explicit about following the 4-phase protocol, but the evidence quality is strong.",False
joseph dyer,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The search strategy appears incomplete - only direct connection searches were documented, missing the systematic 4-phase approach. However, the Tier 1 evidence found was sufficient for the conclusion.",False
joseph geletka,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. This is a well-documented case with strong evidence.,False
joseph jones,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this is an exemplary disambiguation with strong, well-documented evidence.",False
joseph long,same,high,7,SUSPECT,pass,pass,weak,fail,weak,weak,fail,fail,fail,fail,"The reasoning contains a critical timeline contradiction - claiming retirement in 2026 while the case specifies 2020-2024 tenure. Additionally, the provided URLs don't contain the specific evidence claimed in the reasoning, particularly the newspaper quotes about career connections. This suggests the evidence may be fabricated or misinterpreted.",True
joseph lopez,same,high,4,SUSPECT,fail,fail,weak,weak,weak,fail,weak,fail,fail,fail,"The evidence appears to mix sources about potentially different people, with one URL from New York that seems unrelated. For a common name like Joseph Lopez, the confidence is grossly overcalibrated given the weak and possibly conflicting evidence.",True
joseph meloche,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor methodological documentation issue - doesn't explicitly show the 4-phase search process, but evidence quality is excellent.",False
joseph petrella,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,weak,pass,pass,pass,URL verification needed - some URLs (CBS Pittsburgh legal case) may not directly support the superintendent claims without full context.,False
joseph ricca,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this is an exemplary disambiguation with strong, corroborated evidence.",False
joseph ricca,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The only minor weakness is lack of explicit documentation showing the systematic search through all 4 phases. While the evidence found is excellent, the reasoning would be stronger if it showed the methodical progression through search phases or explained why earlier phases were sufficient to conclude.",False
joylynn pruitt adams,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None - this is a well-supported disambiguation with strong evidence from authoritative sources,False
julie harrelson,same,high,10,QUESTIONABLE,pass,pass,fail,fail,weak,pass,pass,weak,fail,fail,The high confidence prediction relies on a Tier 3 district bio that vaguely mentions 'another small Georgia district' without explicitly naming Dooly County. This is insufficient evidence to definitively link the two superintendent positions across state lines.,True
june chang,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor: Search strategy documentation could be more explicit about verifying full names at both district domains, though evidence suggests this was accomplished implicitly.",False
justin lockwood,same,high,9,SUSPECT,pass,pass,fail,pass,fail,fail,pass,weak,fail,fail,Overconfidence from single source without verification at district level.,True
karen garza,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is an exemplary disambiguation with multiple independent Tier 1 sources confirming the same person's career progression.,False
kathleen williams,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None identified - this is an exemplary disambiguation with strong, multi-source evidence and proper confidence calibration.",False
kathy dinger,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence from multiple independent sources.,False
kay royster,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None - this is an exemplary disambiguation with strong, direct evidence connecting both positions.",False
keith custer,same,high,13,QUESTIONABLE,pass,weak,fail,pass,weak,pass,pass,pass,fail,weak,"High confidence not supported by evidence - only one independent source (LinkedIn) connects the two positions, with a 5-year gap between them (2011-2016) that's unexplained.",True
keith marty,same,high,18,CONFIRMED,pass,pass,weak,weak,pass,pass,pass,pass,pass,pass,The reasoning claims 10 years at Menomonee Falls but position record only shows 2008-2010. Also claims retirement in 2025 but position record ends 2024. These timeline discrepancies in the reasoning narrative don't match the actual position data being evaluated.,False
keith miles,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None - this is a well-documented case with multiple definitive sources showing the career transition.,False
kelly carrell,same,high,12,QUESTIONABLE,pass,pass,fail,pass,weak,pass,pass,weak,fail,fail,"The reasoning relies on absence of conflicting evidence rather than positive evidence of continuity. With a 7-year gap between positions and no documentation of career progression, high confidence is unjustified. This could be two different people named Kelly Carrell.",True
kelly lampe,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary case with strong evidence and sound reasoning.,False
kenneth bridges,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The Substack URL appears to be a generic homepage link rather than a specific post, which could weaken the self-documentation evidence if the content isn't directly accessible.",False
kenneth bridges,same,high,8,SUSPECT,pass,weak,fail,weak,weak,fail,pass,weak,fail,fail,The prediction relies heavily on self-reported Substack narrative without independently verifying Kenneth Bridges was actually superintendent at Syracuse district. The 'western Kansas' reference is assumed to be Syracuse without confirmation.,True
kenneth brown,same,high,5,SUSPECT,pass,fail,weak,fail,fail,weak,weak,fail,fail,fail,"The reasoning makes a high-confidence 'same' prediction for a very common name (Kenneth Brown) based on circumstantial evidence without any Tier 1 sources that actually connect the two districts. The evidence only confirms each position separately, not that they're the same person.",True
kenneth cox,same,high,11,QUESTIONABLE,pass,pass,weak,fail,pass,fail,pass,weak,fail,weak,"The reasoning relies entirely on Tier 2 sources (archived news articles) yet claims high confidence, and fails to explicitly verify the full name Kenneth Cox at both districts, using 'Ken Cox' interchangeably without clear identity confirmation.",True
kenneth hall,same,high,9,SUSPECT,pass,pass,weak,fail,fail,weak,pass,weak,fail,fail,"The reasoning makes a critical unproven assumption that 'HALL, RICHARD D.' is a recording error for 'Kenneth Hall' without substantial evidence. This could be two different people with the same last name at Early County, especially given the gap between 1999-2000 and 2007-2009.",True
kenneth hamilton,same,high,13,QUESTIONABLE,pass,weak,weak,pass,pass,pass,pass,fail,weak,fail,"The reasoning claims 'perfect chronological alignment' and '5 years (2009-2014)' at Monroe Township, but Position 1 clearly states 2011-2014. This 2-year discrepancy is unaddressed yet confidence remains high. This could indicate different people or data errors that weren't investigated.",True
kenneth hamilton,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this appears to be a well-documented case with strong Tier 1 evidence.,False
kenneth spells,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The only minor concern is the lack of documented search strategy, but this doesn't significantly impact the strong evidence found.",False
